CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,STANDARD_VALUE,STANDARD_UNITS,LogS,PUBLISHED_TYPE
CHEMBL1539144,COc1cc(c(OC)cc1N)S(=O)(=O)N,Solubility,93300,nM,4.030118356,Solubility
CHEMBL515854,COCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,Solubility,61700,nM,4.209714836,Solubility
CHEMBL1916271,CCN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(cc3)c4ocnc4)c5ccccc5,Solubility,204200,nM,3.689944262,Solubility
CHEMBL108,NC(=O)N1c2ccccc2C=Cc3ccccc13,Solubility,776200,nM,3.110026362,Solubility
CHEMBL1951898,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,288400,nM,3.540004744,Solubility
CHEMBL1374655,COc1ccc(cc1)c2oc(nn2)c3ccccc3,Solubility,4100,nM,5.387216143,Solubility
CHEMBL476577,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC(C4)NC(=O)C)ncc2F,Solubility,120200,nM,3.920095532,Solubility
CHEMBL93029,O=C1NC(=O)C2(CCc3ccccc3C2)N1,Solubility,223900,nM,3.649945906,Solubility
CHEMBL1762526,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(C)ccc5C,Solubility,5900,nM,5.229147988,Solubility
CHEMBL257477,COCCN(C)C(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12,Solubility,11200,nM,4.950781977,Solubility
CHEMBL327504,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(F)ccc3[nH]2,Solubility,3600,nM,5.443697499,Solubility
CHEMBL224554,c1ccc(cc1)c2nc[nH]c2c3ccccc3,Solubility,22900,nM,4.640164518,Solubility
CHEMBL92623,c1ccc(cc1)c2cnn3cc(cnc23)c4ccncc4,Solubility,900,nM,6.045757491,Solubility
CHEMBL1831078,NC(=O)Nc1cc(sc1C(=O)N)c2ccsc2,Solubility,91200,nM,4.040005162,Solubility
CHEMBL1164374,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,Solubility,30900,nM,4.510041521,Solubility
CHEMBL2023800,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cn2)cn1,Solubility,15800,nM,4.801342913,Solubility
CHEMBL2325622,CN1CC(C1)n2nccc2c3cc(Cl)ccc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5,Solubility,47900,nM,4.319664487,Solubility
CHEMBL2086681,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3S(=O)(=O)C)cn2,Solubility,6900,nM,5.161150909,Solubility
CHEMBL1428,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,Solubility,3100,nM,5.508638306,Solubility
CHEMBL1899709,Cc1[nH]c2ccccc2c1CC#N,Solubility,1023300,nM,2.989997026,Solubility
CHEMBL85752,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,Solubility,2300,nM,5.638272164,Solubility
CHEMBL1644358,N(c1ccccc1)c2ccnc3ccccc23,Solubility,323600,nM,3.489991487,Solubility
CHEMBL1809202,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(CO)cccn34)N5CCN(CC5)C(=O)C,Solubility,500,nM,6.301029996,Solubility
CHEMBL206955,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN4CCC[C@@H]4C(=O)N,Solubility,5100,nM,5.292429824,Solubility
CHEMBL2036757,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,Solubility,288400,nM,3.540004744,Solubility
CHEMBL1411716,CSc1ccc(cc1)C(=O)C(C)(C)N2CCOCC2,Solubility,52500,nM,4.279840697,Solubility
CHEMBL1809044,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,Solubility,1900,nM,5.721246399,Solubility
CHEMBL257176,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncccc3C#N,Solubility,35500,nM,4.449771647,Solubility
CHEMBL1669156,COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,Solubility,13200,nM,4.879426069,Solubility
CHEMBL1569048,O=S(=O)(NCc1ccccc1)c2cccc3nonc23,Solubility,141300,nM,3.849857838,Solubility
CHEMBL214637,CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1,Solubility,5800,nM,5.236572006,Solubility
CHEMBL370152,OC(=O)c1c(Sc2ccccc2)c3cc(Cl)ccc3n1Cc4ccc(Cl)cc4,Solubility,131800,nM,3.88008459,Solubility
CHEMBL2036568,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(N4CCOCC4)c(F)c3,Solubility,1300,nM,5.886056648,Solubility
CHEMBL398159,CCC(O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,4900,nM,5.30980392,Solubility
CHEMBL84597,CC(C)N1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12,Solubility,23400,nM,4.630784143,Solubility
CHEMBL1940259,COc1cccc(NC(=O)Cc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)c1,Solubility,2000,nM,5.698970004,Solubility
CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,Solubility,1500,nM,5.823908741,Solubility
CHEMBL25630,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC\C=C\CN4CCCC4,Solubility,239900,nM,3.619969752,Solubility
CHEMBL1738748,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccncc5)cc3,Solubility,302000,nM,3.519993057,Solubility
CHEMBL1097828,Clc1ccc(CN2CCC[C@@H]2C(=O)NC3C4CC5CC(CC3C5)C4)cc1,Solubility,21400,nM,4.669586227,Solubility
CHEMBL1688539,Fc1ccc(Nc2ncnc3ccccc23)cc1Cl,Solubility,7800,nM,5.107905397,Solubility
CHEMBL274713,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1,Solubility,1000,nM,6,Solubility
CHEMBL384699,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN4CCOCC4,Solubility,323600,nM,3.489991487,Solubility
CHEMBL514554,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4NC(=O)CCc4c3)ncc2C(F)(F)F)c1,Solubility,500,nM,6.301029996,Solubility
CHEMBL318021,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,Solubility,229100,nM,3.639974911,Solubility
CHEMBL377772,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4CC(=O)N,Solubility,234400,nM,3.630042393,Solubility
CHEMBL319467,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1,Solubility,5800,nM,5.236572006,Solubility
CHEMBL1724349,Cc1cccc(C)c1NC(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3,Solubility,18600,nM,4.730487056,Solubility
CHEMBL2010841,CN(C1CCN(Cc2ccc(cc2)c3noc(C)n3)CC1)C(=O)Cc4ccc(cc4)n5cnnn5,Solubility,10200,nM,4.991399828,Solubility
CHEMBL509881,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N)ncc2F,Solubility,36300,nM,4.440093375,Solubility
CHEMBL1544597,COc1ccc(cc1OC)C(=O)Nc2nccs2,Solubility,131800,nM,3.88008459,Solubility
CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6,Solubility,1000,nM,6,Solubility
CHEMBL2087086,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C(F)(F)F,Solubility,4800,nM,5.318758763,Solubility
CHEMBL81642,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,Solubility,5100,nM,5.292429824,Solubility
CHEMBL223402,Fc1ccccc1NC(=O)N[C@H]2N=C(c3ccccc3)c4ccccc4NC2=O,Solubility,2600,nM,5.585026652,Solubility
CHEMBL374656,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3sccc3[nH]2,Solubility,17000,nM,4.769551079,Solubility
CHEMBL1809207,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(CO)ccn34)N5CCN(CC5)C(=O)C,Solubility,22900,nM,4.640164518,Solubility
CHEMBL2336324,C[C@H]1COCCN1c2nc(N3CCOC[C@@H]3C)c4ccc(nc4n2)c5ccc6N=CNC(=O)c6c5,Solubility,104700,nM,3.980053318,Solubility
CHEMBL1329874,Clc1ccc(c(Cl)c1)c2nnc3cccc(Cl)n23,Solubility,52500,nM,4.279840697,Solubility
CHEMBL1957366,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4OC(F)(F)F,Solubility,3300,nM,5.48148606,Solubility
CHEMBL281470,COc1ccc(cc1)c2[nH]nc3c4ccccc4C(=O)c23,Solubility,300,nM,6.522878745,Solubility
CHEMBL1824363,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4)c1,Solubility,6600,nM,5.180456064,Solubility
CHEMBL255968,C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,Solubility,2900,nM,5.537602002,Solubility
CHEMBL1277620,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,Solubility,6800,nM,5.167491087,Solubility
CHEMBL1503904,O=C(Nc1ccccc1)N2CCN(CC2)c3ccccn3,Solubility,169800,nM,3.770062314,Solubility
CHEMBL372361,CSc1ccc(OCc2ccccc2)c(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,199500,nM,3.7000571,Solubility
CHEMBL47875,Oc1ccc(cc1)c2nc3ccccc3s2,Solubility,7900,nM,5.102372909,Solubility
CHEMBL560493,NCc1ccc(NC(=O)c2cc(Nc3ncccn3)c4cc(ccc4c2)\C(=N\O)\N)cc1,Solubility,28200,nM,4.549750892,Solubility
CHEMBL301018,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,Solubility,7200,nM,5.142667504,Solubility
CHEMBL1528627,CN(C)C(=O)c1nnsc1Sc2ccc(Cl)cc2,Solubility,31600,nM,4.500312917,Solubility
CHEMBL107955,CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C,Solubility,691800,nM,3.160019442,Solubility
CHEMBL317410,OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3,Solubility,5100,nM,5.292429824,Solubility
CHEMBL2158823,OC(=O)c1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,Solubility,141300,nM,3.849857838,Solubility
CHEMBL2010845,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,Solubility,16200,nM,4.790484985,Solubility
CHEMBL1570112,CCn1c2ccccc2c3cc(NC(=O)C)ccc13,Solubility,5600,nM,5.251811973,Solubility
CHEMBL2031236,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C,Solubility,457100,nM,3.339988779,Solubility
CHEMBL1619466,COc1ccc(cc1)c2nc3CCCn3c2Br,Solubility,25100,nM,4.600326279,Solubility
CHEMBL549344,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(=O)(=O)C,Solubility,537000,nM,3.270025714,Solubility
CHEMBL2107760,COc1ccccc1Oc2c(NS(=O)(=O)\C=C\c3ccccc3)nc(nc2OC)c4ncccn4,Solubility,891300,nM,3.049976093,Solubility
CHEMBL266094,Nc1ncnc2c1ncn2Cc3ccccc3,Solubility,245500,nM,3.609948504,Solubility
CHEMBL1951011,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Oc3ccc(cc3F)S(=O)(=O)C)c2C,Solubility,3000,nM,5.522878745,Solubility
CHEMBL30728,COc1cc2c(Nc3ccc(Cc4ccccc4)cc3)c(cnc2cc1OCCCN5CCOCC5)C#N,Solubility,600,nM,6.22184875,Solubility
CHEMBL2158772,Cc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O,Solubility,12300,nM,4.910094889,Solubility
CHEMBL1496507,CC(C)Cn1c2ccccc2c3cc(ccc13)C(=O)O,Solubility,218800,nM,3.659952682,Solubility
CHEMBL2070942,CC(C)(C)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,Solubility,281800,nM,3.550059011,Solubility
CHEMBL216769,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN5CCC(CO)CC5,Solubility,676100,nM,3.169989064,Solubility
CHEMBL424899,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN5CCC[C@@H]5CO,Solubility,162200,nM,3.78994915,Solubility
CHEMBL2325697,C[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,Solubility,14100,nM,4.850780887,Solubility
CHEMBL239513,O=C(COc1ccccc1)c2ccccc2,Solubility,169800,nM,3.770062314,Solubility
CHEMBL215786,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC4CCN(C)CC4,Solubility,120200,nM,3.920095532,Solubility
CHEMBL378730,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34,Solubility,1318300,nM,2.879985748,Solubility
CHEMBL250130,C[C@H](COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)N(C)C(=O)CO,Solubility,14100,nM,4.850780887,Solubility
CHEMBL2031169,OC(=O)[C@H](Cc1ccc(OCCc2ccc3OCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,Solubility,1412500,nM,2.850011544,Solubility
CHEMBL212761,CC(C)(C)NC(=O)Nc1ccc(cc1)c2c(N)nc(N)nc2COCc3ccccc3,Solubility,426600,nM,3.369979149,Solubility
CHEMBL48380,CCN(CC)C(=O)C(C)(C)c1ccc2[nH]c(c(CCNCCCCc3ccncc3)c2c1)c4cc(C)cc(C)c4,Solubility,141300,nM,3.849857838,Solubility
CHEMBL2088112,CCc1cc(Nc2nc(NCc3onc(c3)c4ccccn4)ncc2Br)n[nH]1,Solubility,3800,nM,5.420216403,Solubility
CHEMBL1200147,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCN(CC5)C(=O)CO,Solubility,2000,nM,5.698970004,Solubility
CHEMBL62746,NC(=N)c1ccc(cc1)C(=O)N2CCN(CC2)S(=O)(=O)c3ccc4cc(Br)ccc4c3,Solubility,39800,nM,4.400116928,Solubility
CHEMBL418226,CCc1cc(OCc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5CCCCc5n1,Solubility,23400,nM,4.630784143,Solubility
CHEMBL452790,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(OCCOCC3CC3)cc2,Solubility,4900,nM,5.30980392,Solubility
CHEMBL206783,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCCC[C@@H]4C(=O)N,Solubility,10000,nM,5,Solubility
CHEMBL235851,COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,Solubility,1400,nM,5.853871964,Solubility
CHEMBL41,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,Solubility,1445400,nM,2.84001195,Solubility
CHEMBL519422,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC)n2,Solubility,35500,nM,4.449771647,Solubility
CHEMBL1089517,COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,Solubility,21900,nM,4.659555885,Solubility
CHEMBL253741,COc1cc(Nc2cc(Nc3c(Cl)ccc4OCOc34)ncn2)cc(OC)c1OC,Solubility,2500,nM,5.602059991,Solubility
CHEMBL183406,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccccc4,Solubility,25700,nM,4.590066877,Solubility
CHEMBL437501,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,Solubility,4000,nM,5.397940009,Solubility
CHEMBL2086660,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,Solubility,1700,nM,5.769551079,Solubility
CHEMBL1614705,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4,Solubility,7800,nM,5.107905397,Solubility
CHEMBL2030807,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL212899,C1c2ccccc2c3[nH]nc(c13)c4cccs4,Solubility,600,nM,6.22184875,Solubility
CHEMBL1522303,Nc1n[nH]c(n1)S(=O)(=O)CCCc2ccccc2,Solubility,575400,nM,3.240030142,Solubility
CHEMBL214857,COCCN1CCC(CC1)Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,Solubility,3500,nM,5.455931956,Solubility
CHEMBL2181753,CCN(Cc1cc(ccc1c2cc(CC(=O)O)ccc2OC)C(F)(F)F)C(=O)NCc3ccccc3,Solubility,1380400,nM,2.859995049,Solubility
CHEMBL2086667,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c3ncc(OCc4ccc(cc4)S(=O)(=O)C)cn3,Solubility,7100,nM,5.148741651,Solubility
CHEMBL368473,CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3,Solubility,218800,nM,3.659952682,Solubility
CHEMBL1809196,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C,Solubility,8900,nM,5.050609993,Solubility
CHEMBL1940108,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,Solubility,2900,nM,5.537602002,Solubility
CHEMBL380673,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4,Solubility,41700,nM,4.379863945,Solubility
CHEMBL194137,CC(C)Oc1cc(OCCCc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,18200,nM,4.739928612,Solubility
CHEMBL1456842,CCN1N=C(Cn2c1nc3ccccc23)c4ccccc4,Solubility,6900,nM,5.161150909,Solubility
CHEMBL1809224,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccc(F)cn34)N5CCN(CC5)C(=O)C,Solubility,1300,nM,5.886056648,Solubility
CHEMBL1163672,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3cccc(Cl)c3,Solubility,28800,nM,4.540607512,Solubility
CHEMBL2086654,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cn2,Solubility,1000,nM,6,Solubility
CHEMBL314260,C[C@H](CNCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6,Solubility,131800,nM,3.88008459,Solubility
CHEMBL1945883,Oc1cccc2ccc(nc12)C(=O)Nc3ccccc3,Solubility,6600,nM,5.180456064,Solubility
CHEMBL180334,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(F)cc4,Solubility,128800,nM,3.890084137,Solubility
CHEMBL2000853,Clc1cccc2C(=O)C=C(Nc12)c3ccccc3,Solubility,30900,nM,4.510041521,Solubility
CHEMBL562462,CC(C)c1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,Solubility,47900,nM,4.319664487,Solubility
CHEMBL2163589,FC(F)(F)Oc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,123000,nM,3.910094889,Solubility
CHEMBL388853,O=C(NC1CCCC1)c2ccc(cc2)c3cc(ccn3)c4cc5C(=O)NCCc5[nH]4,Solubility,600,nM,6.22184875,Solubility
CHEMBL2172003,COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,204200,nM,3.689944262,Solubility
CHEMBL179128,Cc1cn(C[C@H]2CN(C(=O)O2)c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)nn1,Solubility,371500,nM,3.430041182,Solubility
CHEMBL256575,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCCC6,Solubility,109600,nM,3.960189446,Solubility
CHEMBL1800250,Cc1cc(O)nc(SCC(=O)c2ccccc2)n1,Solubility,707900,nM,3.150028088,Solubility
CHEMBL1951912,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,1349000,nM,2.86998805,Solubility
CHEMBL2070944,Cc1sc(nc1C(F)(F)F)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,Solubility,1071500,nM,2.970007825,Solubility
CHEMBL1643542,CN1NC(=CC1=O)CSc2ccc(Cl)cc2,Solubility,467700,nM,3.33003263,Solubility
CHEMBL1762544,COCCOc1cc(Nc2nccc(n2)N(C)c3cc(CO)ccc3C)cc(c1)N4CCOCC4,Solubility,125900,nM,3.89997427,Solubility
CHEMBL117368,Nc1ccc2cccc(Nc3ncccn3)c2n1,Solubility,26900,nM,4.57024772,Solubility
CHEMBL1270773,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1,Solubility,5600,nM,5.251811973,Solubility
CHEMBL452274,CN(CCO)Cc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,Solubility,758600,nM,3.119987162,Solubility
CHEMBL1721885,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,Solubility,22400,nM,4.649751982,Solubility
CHEMBL2010847,CO[C@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,Solubility,263000,nM,3.580044252,Solubility
CHEMBL289959,N(c1ccccc1)c2ncnc3ccccc23,Solubility,131800,nM,3.88008459,Solubility
CHEMBL171264,Cc1ccccc1NC(=O)Nc2ccncc2,Solubility,724400,nM,3.140021558,Solubility
CHEMBL269692,ONC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,Solubility,1380400,nM,2.859995049,Solubility
CHEMBL2153189,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC(CC3)C(=O)O,Solubility,309000,nM,3.510041521,Solubility
CHEMBL250770,Cc1cc(C)cc(c1)c2[nH]c3sc(cc3c2C(=O)CN4CCN(CC(=O)N5CCCC5)CC4)C(C)(C)C(=O)N6C7CCC6CC7,Solubility,70800,nM,4.149966742,Solubility
CHEMBL1423878,Oc1ncnc2c1c(cn2c3ccc(Br)cc3)c4ccccc4,Solubility,1600,nM,5.795880017,Solubility
CHEMBL478409,COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,Solubility,363100,nM,3.439973751,Solubility
CHEMBL2018954,COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c3ccc(C)cc3)cc1OCCN(C)C,Solubility,77600,nM,4.110138279,Solubility
CHEMBL1054,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl,Solubility,691800,nM,3.160019442,Solubility
CHEMBL471951,Nc1c(nc(nc1N2CCOCC2)C#N)N3CCCCC3,Solubility,22400,nM,4.649751982,Solubility
CHEMBL2158792,Cc1cc(OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,Solubility,204200,nM,3.689944262,Solubility
CHEMBL542001,CCCNC1=Nc2ccccc2C(=O)N1,Solubility,537000,nM,3.270025714,Solubility
CHEMBL71,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,Solubility,407400,nM,3.389978975,Solubility
CHEMBL2178940,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](Cc4nnn[nH]4)CC3,Solubility,269200,nM,3.569924944,Solubility
CHEMBL381724,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN5CCOCC5,Solubility,3600,nM,5.443697499,Solubility
CHEMBL1796294,CNC(=O)c1ccc(Oc2ccc(cc2)C(=O)NCc3ccncc3)cc1,Solubility,18600,nM,4.730487056,Solubility
CHEMBL1321598,Nc1nnc(s1)c2ccccc2F,Solubility,316200,nM,3.500038134,Solubility
CHEMBL2001019,OCCn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,Solubility,8900,nM,5.050609993,Solubility
CHEMBL408963,Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc5nc(C)ccc5O)c3c2)c1,Solubility,3700,nM,5.431798276,Solubility
CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c12,Solubility,63100,nM,4.199970641,Solubility
CHEMBL130873,COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C,Solubility,144500,nM,3.840132153,Solubility
CHEMBL133839,OC(=O)c1cc2cc(Cl)ccc2n1Cc3ccc(Cl)c(Cl)c3,Solubility,81300,nM,4.089909454,Solubility
CHEMBL2035018,NC1(CCC1)c2ccc(cc2)c3nn4cccc4cc3c5ccccc5,Solubility,26300,nM,4.580044252,Solubility
CHEMBL256783,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12)C(=O)N(C)C,Solubility,2600,nM,5.585026652,Solubility
CHEMBL2147033,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cnccc5c4)CN1C6CC6,Solubility,2200,nM,5.657577319,Solubility
CHEMBL1289926,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,Solubility,500,nM,6.301029996,Solubility
CHEMBL430854,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,Solubility,63100,nM,4.199970641,Solubility
